Usuario,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10
Usuario49410,5,4,3,5,1,3,1,3,5,3
Usuario49411,3,2,1,3,2,3,4,3,3,5
Usuario49412,2,4,4,3,4,2,3,2,3,4
Usuario49413,5,3,1,3,2,5,4,1,4,5
Usuario49414,2,3,4,2,5,1,5,1,1,2
Usuario49415,1,5,5,3,2,1,4,4,5,4
Usuario49416,5,5,2,3,5,5,2,3,2,4
Usuario49417,4,4,3,2,2,1,1,5,3,3
Usuario49418,4,3,3,2,2,3,3,1,2,1
Usuario49419,5,3,3,4,5,5,1,4,5,4
Usuario49420,2,4,1,3,4,5,1,3,1,2
Usuario49421,1,3,1,1,5,1,5,3,2,1
Usuario49422,5,5,5,4,1,2,5,3,3,2
Usuario49423,4,2,1,2,5,5,4,5,3,1
Usuario49424,3,1,2,2,4,5,5,3,5,4
Usuario49425,4,5,3,4,2,2,5,1,4,3
Usuario49426,5,4,5,4,4,5,2,1,4,2
Usuario49427,1,4,3,2,4,2,4,3,4,1
Usuario49428,4,1,4,3,2,5,3,1,2,2
Usuario49429,1,3,1,3,1,4,1,2,3,5
Usuario49430,4,3,3,5,1,3,3,2,1,1
Usuario49431,5,1,4,5,4,1,3,1,4,4
Usuario49432,3,5,4,1,2,5,4,5,3,3
Usuario49433,4,5,3,1,1,5,4,4,5,4
Usuario49434,1,2,5,4,3,4,1,2,1,1
Usuario49435,5,3,1,1,3,2,2,4,4,3
Usuario49436,2,1,2,2,3,3,3,4,5,4
Usuario49437,2,4,1,4,3,5,4,4,1,3
Usuario49438,4,4,5,4,3,4,5,2,2,4
Usuario49439,3,5,2,2,4,5,3,3,4,4
Usuario49440,5,5,1,1,2,5,4,2,5,3
Usuario49441,1,2,5,1,2,4,4,4,5,3
Usuario49442,5,3,4,3,5,5,4,5,3,5
Usuario49443,2,5,3,5,3,1,2,1,4,3
Usuario49444,4,1,3,2,2,4,3,3,2,4
Usuario49445,4,2,4,1,5,1,3,3,3,2
Usuario49446,2,3,3,5,4,1,3,2,2,3
Usuario49447,5,2,2,5,4,5,5,1,1,2
Usuario49448,3,5,1,4,2,2,3,2,3,4
Usuario49449,4,4,5,1,5,5,3,1,4,2
Usuario49450,2,3,1,4,2,1,1,2,3,4
Usuario49451,2,5,2,5,5,2,3,1,3,5
Usuario49452,2,2,2,3,2,1,5,3,2,2
Usuario49453,5,3,4,3,2,5,5,3,3,3
Usuario49454,4,1,4,2,3,3,4,3,5,5
Usuario49455,5,4,4,2,3,1,3,4,5,4
Usuario49456,5,4,2,2,2,5,1,3,1,3
Usuario49457,3,2,1,4,2,4,3,5,5,4
Usuario49458,5,5,5,3,5,5,5,4,1,4
Usuario49459,3,1,5,5,4,1,5,5,2,1
Usuario49460,2,2,4,4,2,2,2,1,1,2
Usuario49461,1,2,3,5,4,1,3,2,1,4
Usuario49462,1,5,5,2,2,4,1,2,5,2
Usuario49463,5,5,4,2,5,2,4,4,3,3
Usuario49464,4,2,3,2,4,4,4,2,4,1
Usuario49465,5,5,1,5,4,3,1,5,4,1
Usuario49466,3,1,4,1,5,1,4,1,5,5
Usuario49467,3,1,4,1,3,5,4,2,3,3
Usuario49468,4,5,1,4,2,1,2,1,3,2
Usuario49469,5,2,1,5,2,2,3,5,4,5
Usuario49470,4,2,4,4,5,3,2,1,2,2
Usuario49471,3,2,2,2,3,2,5,2,1,1
Usuario49472,2,3,4,4,4,1,4,4,3,1
Usuario49473,4,3,2,3,1,4,2,3,2,2
Usuario49474,4,4,1,4,4,1,4,4,1,5
Usuario49475,2,3,1,5,4,1,3,4,3,5
Usuario49476,1,4,3,2,5,4,3,3,5,5
Usuario49477,4,5,5,3,2,2,2,1,1,5
Usuario49478,5,2,1,2,1,1,1,1,5,2
Usuario49479,5,2,3,4,1,4,2,1,3,5
Usuario49480,4,2,5,3,2,3,5,1,3,4
Usuario49481,3,1,3,5,3,3,4,1,2,3
Usuario49482,4,5,5,3,1,4,2,3,2,2
Usuario49483,1,4,4,4,2,1,1,5,1,4
Usuario49484,4,1,1,5,3,5,3,4,1,2
Usuario49485,2,5,3,5,3,5,2,3,2,5
Usuario49486,3,4,3,2,1,2,5,1,4,4
Usuario49487,2,4,4,5,1,2,3,2,2,2
Usuario49488,1,3,2,1,2,2,1,5,3,1
Usuario49489,1,3,1,5,4,3,1,4,1,3
Usuario49490,5,2,3,2,5,4,3,3,1,5
Usuario49491,1,4,5,4,4,3,5,5,3,3
Usuario49492,2,4,5,2,4,4,2,3,2,2
Usuario49493,5,4,3,2,1,1,4,5,3,5
Usuario49494,2,3,1,3,2,1,4,5,4,4
Usuario49495,4,2,4,1,1,5,2,3,4,3
Usuario49496,4,2,2,5,3,4,5,1,1,2
Usuario49497,3,5,1,4,5,2,1,4,1,1
Usuario49498,1,5,3,3,1,1,4,4,2,1
Usuario49499,2,2,2,2,2,2,3,1,4,4
Usuario49500,4,2,2,1,4,5,3,4,1,5
Usuario49501,4,5,3,2,5,1,4,3,3,5
Usuario49502,1,3,5,2,5,2,3,1,1,1
Usuario49503,1,1,3,2,3,3,4,3,2,2
Usuario49504,3,1,5,5,5,3,3,1,1,2
Usuario49505,1,3,2,4,2,2,1,5,1,5
Usuario49506,2,2,4,4,3,3,1,4,5,3
Usuario49507,5,3,3,5,3,3,1,5,4,4
Usuario49508,1,2,4,5,1,1,2,5,1,2
Usuario49509,2,4,1,5,4,5,5,5,2,3
Usuario49510,4,5,4,2,3,4,4,4,1,3
Usuario49511,4,4,2,3,1,2,4,1,2,2
Usuario49512,2,4,3,3,5,5,1,1,3,5
Usuario49513,5,5,3,5,3,1,4,4,2,2
Usuario49514,5,2,1,3,5,1,2,1,3,2
Usuario49515,5,5,4,1,3,2,5,1,2,4
Usuario49516,2,1,2,5,5,4,5,2,5,3
Usuario49517,4,4,4,2,5,2,1,1,4,4
Usuario49518,5,3,2,4,3,1,4,3,4,2
Usuario49519,5,5,5,3,1,4,3,3,4,2
Usuario49520,3,3,3,5,4,3,3,1,5,5
Usuario49521,1,3,3,1,5,4,4,5,4,3
Usuario49522,1,3,5,5,1,2,5,5,4,3
Usuario49523,4,3,4,2,1,4,2,4,1,1
Usuario49524,3,2,5,4,1,3,5,2,4,2
Usuario49525,2,2,1,5,4,4,1,3,4,2
Usuario49526,2,2,3,2,2,5,3,2,1,5
Usuario49527,3,3,4,2,3,1,3,1,5,2
Usuario49528,5,2,1,3,1,4,1,1,5,4
Usuario49529,5,4,1,3,3,2,2,2,1,1
Usuario49530,3,1,3,4,5,2,5,1,2,1
Usuario49531,4,3,3,3,4,1,5,3,4,1
Usuario49532,1,4,5,4,3,5,2,1,4,1
Usuario49533,1,2,5,5,3,3,2,3,3,2
Usuario49534,4,5,3,5,1,1,5,5,4,4
Usuario49535,3,1,5,2,4,1,2,3,4,3
Usuario49536,4,2,2,4,3,5,3,4,5,3
Usuario49537,2,3,3,1,5,1,4,2,4,2
Usuario49538,5,3,2,2,3,5,5,1,1,5
Usuario49539,5,1,5,2,1,1,5,4,3,4
Usuario49540,5,4,5,1,4,5,4,3,1,5
Usuario49541,1,2,2,1,2,2,1,3,5,2
Usuario49542,1,4,1,2,1,1,5,1,4,2
Usuario49543,1,4,5,3,4,5,5,4,1,1
Usuario49544,5,2,2,2,3,1,4,4,5,4
Usuario49545,5,5,1,5,1,3,5,3,5,3
Usuario49546,3,3,1,5,2,1,3,5,1,1
Usuario49547,2,3,4,4,5,2,5,1,4,1
Usuario49548,4,5,2,2,2,1,5,1,1,5
Usuario49549,2,3,1,1,1,1,3,2,3,2
Usuario49550,1,1,3,2,5,3,4,3,5,5
Usuario49551,5,2,5,1,4,3,5,1,4,5
Usuario49552,5,2,2,5,3,4,5,4,4,4
Usuario49553,2,3,2,3,4,4,4,4,3,2
Usuario49554,3,1,3,1,1,5,4,2,1,3
Usuario49555,2,2,2,4,2,1,2,3,2,2
Usuario49556,4,1,5,3,4,4,5,3,2,3
Usuario49557,2,2,4,2,3,2,5,5,1,5
Usuario49558,2,5,3,4,3,3,2,4,4,4
Usuario49559,1,2,1,1,5,1,3,5,5,4
Usuario49560,4,5,4,4,2,2,1,1,3,3
Usuario49561,2,5,1,3,2,4,3,4,1,4
Usuario49562,1,3,5,2,2,4,2,1,5,1
Usuario49563,5,4,4,2,1,5,3,4,2,2
Usuario49564,3,2,1,1,3,2,4,5,1,2
Usuario49565,5,5,2,3,2,1,1,2,2,4
Usuario49566,2,3,2,2,1,3,4,3,2,5
Usuario49567,3,4,1,3,2,2,5,4,5,3
Usuario49568,2,1,1,2,5,5,5,5,3,3
Usuario49569,1,1,2,1,2,2,3,1,3,4
Usuario49570,2,3,5,4,3,5,4,4,2,4
Usuario49571,5,2,3,5,5,5,2,4,2,4
Usuario49572,3,3,5,5,2,5,3,2,5,5
Usuario49573,1,5,5,3,1,3,1,1,4,4
Usuario49574,2,3,2,3,3,1,1,1,1,5
Usuario49575,5,5,5,3,4,4,5,2,5,2
Usuario49576,2,5,3,2,4,1,2,1,4,2
Usuario49577,4,5,4,1,2,2,5,1,5,1
Usuario49578,5,2,4,2,3,4,4,2,4,5
Usuario49579,2,1,1,1,1,4,5,1,3,3
Usuario49580,2,2,1,1,1,5,5,1,4,2
Usuario49581,4,3,3,2,5,4,1,3,1,3
Usuario49582,2,4,4,2,2,5,1,1,1,3
Usuario49583,1,1,3,3,5,2,3,1,2,3
Usuario49584,3,3,5,4,5,3,4,3,2,4
Usuario49585,1,3,3,2,3,1,1,4,3,5
Usuario49586,2,2,1,2,4,5,5,5,2,3
Usuario49587,2,2,4,3,4,1,5,4,1,1
Usuario49588,2,3,5,5,5,2,5,3,2,1
Usuario49589,1,4,5,4,2,4,3,2,5,3
Usuario49590,1,1,4,5,2,3,1,3,3,4
Usuario49591,4,4,2,4,5,3,2,2,1,5
Usuario49592,3,3,1,3,1,2,4,2,1,2
Usuario49593,1,3,4,3,1,4,5,4,4,1
Usuario49594,2,3,4,4,5,2,2,5,4,4
Usuario49595,1,2,4,5,3,2,1,4,2,3
Usuario49596,3,4,3,1,1,5,5,5,3,4
Usuario49597,3,4,5,2,5,2,1,5,4,4
Usuario49598,5,1,4,3,5,5,4,2,4,1
Usuario49599,3,3,2,1,1,2,5,2,4,1
Usuario49600,1,3,1,5,4,5,5,2,2,5
Usuario49601,2,2,5,3,1,4,2,4,2,3
Usuario49602,2,2,5,3,2,1,5,2,2,3
Usuario49603,3,1,2,2,2,3,1,1,1,4
Usuario49604,1,2,2,5,1,1,1,3,1,5
Usuario49605,5,5,5,4,1,4,5,1,4,2
Usuario49606,5,2,3,5,2,1,1,4,5,1
Usuario49607,5,3,1,3,5,2,4,5,2,5
Usuario49608,4,3,2,1,3,2,3,2,2,1
Usuario49609,1,1,3,4,2,2,5,3,2,2
Usuario49610,1,4,2,2,2,3,5,1,3,5
Usuario49611,3,4,3,4,2,1,2,3,2,5
Usuario49612,5,5,4,2,1,2,2,4,5,5
Usuario49613,5,5,4,4,2,3,2,4,1,4
Usuario49614,5,4,4,5,4,4,5,3,4,4
Usuario49615,5,5,4,4,5,4,4,5,1,5
Usuario49616,1,1,2,1,5,3,2,2,4,2
Usuario49617,2,1,5,4,1,1,5,3,1,4
Usuario49618,5,3,2,5,1,3,3,3,5,3
Usuario49619,3,1,5,2,3,3,4,4,1,4
Usuario49620,5,5,3,3,5,2,4,1,2,1
Usuario49621,1,1,3,4,3,5,3,4,4,4
Usuario49622,4,3,5,2,5,5,5,4,1,4
Usuario49623,4,3,4,1,2,3,3,1,2,2
Usuario49624,2,1,3,5,4,2,4,3,3,1
Usuario49625,1,5,4,2,1,1,1,1,5,1
Usuario49626,5,5,3,4,2,1,2,5,3,2
Usuario49627,5,4,4,3,3,5,1,4,1,1
Usuario49628,4,5,2,3,1,5,5,4,1,2
Usuario49629,3,4,5,5,4,5,4,4,2,4
Usuario49630,2,4,5,1,5,3,5,5,2,1
Usuario49631,3,3,3,5,3,5,2,3,1,1
Usuario49632,5,2,4,3,4,2,4,2,5,1
Usuario49633,4,1,2,3,2,4,4,5,1,2
Usuario49634,3,3,4,4,4,5,4,4,3,4
Usuario49635,5,4,2,1,5,5,4,5,4,3
Usuario49636,3,3,2,3,5,3,5,3,1,2
Usuario49637,2,4,3,2,3,4,5,4,5,4
Usuario49638,5,4,4,4,2,2,3,2,5,4
Usuario49639,3,4,2,2,2,3,3,3,2,1
Usuario49640,1,1,4,1,4,3,4,5,3,5
Usuario49641,1,5,2,4,2,3,1,4,3,2
Usuario49642,3,2,4,1,5,2,3,5,4,2
Usuario49643,3,3,1,2,4,3,3,5,4,2
Usuario49644,5,4,1,1,5,4,4,4,5,4
Usuario49645,4,1,1,3,2,5,1,5,4,4
Usuario49646,2,5,1,3,3,2,3,4,5,5
Usuario49647,2,2,1,1,2,1,1,4,2,1
Usuario49648,4,3,3,5,1,5,3,5,3,3
Usuario49649,3,5,5,5,1,5,3,5,2,5
Usuario49650,3,3,5,2,4,4,2,4,2,2
Usuario49651,4,1,5,3,1,4,2,5,5,5
Usuario49652,2,2,4,3,3,2,1,4,4,1
Usuario49653,2,4,2,2,2,2,3,4,5,4
Usuario49654,3,1,5,5,4,5,3,1,4,3
Usuario49655,2,1,1,2,1,3,4,3,1,2
Usuario49656,4,1,1,2,5,3,2,3,4,4
Usuario49657,1,2,2,3,1,5,1,5,3,2
Usuario49658,5,3,3,3,4,5,2,4,1,5
Usuario49659,2,1,1,5,4,2,1,2,3,3
Usuario49660,1,3,4,5,2,1,5,4,1,5
Usuario49661,1,4,5,3,4,5,3,5,1,4
Usuario49662,3,5,5,4,3,2,5,3,5,4
Usuario49663,1,2,1,2,5,4,2,1,4,1
Usuario49664,4,1,1,2,4,5,1,5,2,2
Usuario49665,1,3,5,3,3,4,5,1,1,5
Usuario49666,2,1,2,3,3,2,3,4,5,1
Usuario49667,5,3,5,1,1,3,3,5,5,5
Usuario49668,5,4,1,5,1,5,5,5,3,1
Usuario49669,4,4,3,2,1,3,2,4,5,2
Usuario49670,5,2,2,2,4,3,3,1,2,2
Usuario49671,2,5,3,2,3,1,3,4,1,4
Usuario49672,4,3,2,5,5,1,1,2,2,4
Usuario49673,3,2,5,1,2,3,3,4,5,2
Usuario49674,1,3,3,1,2,2,4,2,3,3
Usuario49675,4,5,3,4,3,3,5,3,4,3
Usuario49676,3,3,3,4,1,1,1,1,5,2
Usuario49677,3,1,4,3,1,1,1,1,1,1
Usuario49678,4,1,5,1,1,3,4,2,5,5
Usuario49679,2,3,4,3,2,5,1,3,5,2
Usuario49680,1,1,5,2,4,3,3,5,2,4
Usuario49681,3,5,1,5,2,2,1,3,1,2
Usuario49682,4,1,5,2,4,3,4,4,2,3
Usuario49683,1,1,4,4,3,2,3,5,1,1
Usuario49684,2,2,2,3,5,4,1,2,3,3
Usuario49685,4,5,1,3,3,2,2,2,3,5
Usuario49686,1,2,1,3,2,1,2,5,5,5
Usuario49687,3,1,4,4,3,1,3,5,1,3
Usuario49688,3,1,4,2,1,1,1,5,4,4
Usuario49689,1,2,4,3,1,2,5,2,4,5
Usuario49690,5,5,1,1,4,3,3,5,5,2
Usuario49691,1,5,2,2,5,1,2,2,4,2
Usuario49692,4,2,4,4,3,5,1,3,5,5
Usuario49693,3,5,1,5,3,4,1,2,2,2
Usuario49694,3,2,4,4,4,1,1,2,1,4
Usuario49695,2,1,5,3,1,1,4,5,2,5
Usuario49696,1,5,1,3,1,3,3,5,4,1
Usuario49697,5,1,5,5,2,4,3,2,1,1
Usuario49698,4,3,2,2,1,2,2,5,2,3
Usuario49699,5,4,2,5,5,4,2,4,2,5
Usuario49700,4,5,2,5,1,2,5,2,4,5
Usuario49701,1,5,1,2,1,5,2,4,2,1
Usuario49702,4,2,4,1,2,4,4,1,3,4
Usuario49703,5,2,3,3,1,1,4,4,5,5
Usuario49704,1,3,1,1,2,4,5,5,5,3
Usuario49705,2,2,2,1,3,4,2,3,4,2
Usuario49706,3,3,2,1,4,2,1,3,2,4
Usuario49707,2,1,1,4,3,3,3,1,5,5
Usuario49708,2,4,3,4,5,3,5,3,4,4
Usuario49709,3,2,4,3,2,4,1,1,5,2
Usuario49710,4,4,1,4,1,2,3,1,2,2
Usuario49711,5,2,4,5,1,1,1,2,1,3
Usuario49712,1,2,4,4,4,2,5,2,3,2
Usuario49713,3,2,1,2,1,3,3,5,4,3
Usuario49714,4,3,4,2,5,5,3,1,3,4
Usuario49715,5,2,3,5,4,1,5,4,4,4
Usuario49716,5,5,4,2,5,1,2,3,1,2
Usuario49717,3,2,1,5,1,2,3,3,2,5
Usuario49718,1,5,3,4,3,4,4,4,4,4
Usuario49719,2,5,4,3,3,5,2,2,1,5
Usuario49720,2,5,5,1,1,1,3,1,3,1
Usuario49721,3,5,2,2,4,3,1,4,2,2
Usuario49722,1,3,3,4,2,3,4,1,2,2
Usuario49723,3,5,2,5,2,2,4,4,3,4
Usuario49724,3,1,5,5,4,1,5,4,4,4
Usuario49725,3,3,3,1,1,5,1,4,4,1
Usuario49726,3,3,2,3,3,5,2,4,3,4
Usuario49727,1,2,3,1,2,4,1,3,3,5
Usuario49728,4,2,3,2,2,1,2,1,2,4
Usuario49729,4,1,5,1,4,3,2,1,4,4
Usuario49730,2,3,4,1,5,5,4,1,4,3
Usuario49731,4,1,1,3,5,2,2,3,5,2
Usuario49732,2,5,5,3,1,2,1,1,4,2
Usuario49733,5,4,4,3,2,1,1,2,1,4
Usuario49734,2,1,2,3,4,3,1,3,1,5
Usuario49735,3,2,3,1,2,1,3,3,4,4
Usuario49736,3,3,5,1,2,1,1,1,2,5
Usuario49737,1,2,4,1,3,1,4,4,3,5
Usuario49738,1,2,5,4,5,4,3,5,2,3
Usuario49739,4,3,1,4,2,1,3,2,4,3
Usuario49740,1,5,3,4,2,1,4,1,2,5
Usuario49741,2,4,5,1,3,5,4,1,1,4
Usuario49742,4,5,1,5,3,3,2,2,5,4
Usuario49743,5,2,3,1,2,4,3,1,3,1
Usuario49744,3,1,5,2,4,4,1,5,5,2
Usuario49745,5,5,3,2,5,4,1,5,1,5
Usuario49746,2,4,2,2,3,1,3,1,5,4
Usuario49747,5,5,5,4,2,2,1,5,3,1
Usuario49748,5,1,4,1,1,2,5,3,4,1
Usuario49749,3,3,5,4,1,4,2,3,4,4
Usuario49750,4,1,2,5,1,5,1,3,5,1
Usuario49751,5,4,5,1,3,5,4,1,3,5
Usuario49752,5,1,3,4,4,5,1,1,3,4
Usuario49753,3,1,1,1,2,1,4,3,2,2
Usuario49754,5,4,3,5,5,5,1,1,2,5
Usuario49755,2,3,3,1,4,4,4,3,2,3
Usuario49756,2,3,4,4,4,3,5,2,3,2
Usuario49757,3,4,1,5,1,2,5,2,3,1
Usuario49758,4,3,4,1,3,3,4,4,3,4
Usuario49759,1,1,5,4,2,2,5,5,3,1
Usuario49760,2,2,5,3,3,5,2,4,1,1
Usuario49761,3,5,1,1,3,3,5,3,5,1
Usuario49762,3,4,3,3,4,4,4,1,3,4
Usuario49763,5,4,1,4,1,1,1,5,4,3
Usuario49764,5,5,3,4,4,1,3,2,3,3
Usuario49765,5,5,5,5,5,3,2,2,5,5
Usuario49766,1,5,3,5,1,3,4,3,4,3
Usuario49767,1,1,5,3,1,4,5,3,5,3
Usuario49768,3,4,5,5,3,1,1,3,4,1
Usuario49769,2,1,5,3,1,3,1,5,1,5
Usuario49770,2,3,3,5,2,2,2,3,2,2
Usuario49771,2,5,2,3,2,2,2,5,5,3
Usuario49772,2,1,4,5,1,4,3,5,5,4
Usuario49773,3,2,4,4,4,1,5,3,2,2
Usuario49774,4,5,4,3,4,2,4,2,1,1
Usuario49775,1,3,3,5,2,1,5,5,5,2
Usuario49776,5,5,5,1,2,5,5,4,1,4
Usuario49777,4,5,4,2,3,4,4,1,5,3
Usuario49778,5,4,2,1,3,4,3,2,3,2
Usuario49779,4,3,4,5,5,3,4,2,5,3
Usuario49780,1,5,5,5,4,5,2,1,5,4
Usuario49781,3,4,3,1,5,3,1,4,1,2
Usuario49782,4,3,1,5,1,5,5,4,5,4
Usuario49783,1,3,4,1,2,2,2,4,2,1
Usuario49784,2,4,5,5,2,1,5,5,3,1
Usuario49785,2,3,1,2,3,4,1,4,5,5
Usuario49786,2,2,3,3,1,5,3,5,4,2
Usuario49787,4,5,3,1,1,3,2,1,3,2
Usuario49788,5,5,2,3,4,4,5,2,2,2
Usuario49789,3,1,3,5,4,5,4,3,3,4
Usuario49790,2,4,4,4,5,3,5,2,1,2
Usuario49791,3,1,1,1,4,2,2,3,2,1
Usuario49792,4,1,4,4,1,5,5,3,4,3
Usuario49793,2,2,4,4,2,4,2,5,1,4
Usuario49794,4,2,4,4,3,4,1,4,4,3
Usuario49795,4,2,5,3,5,1,5,2,4,3
Usuario49796,4,3,5,2,2,3,2,3,4,2
Usuario49797,3,2,5,5,5,5,1,2,1,2
Usuario49798,4,3,5,3,4,1,4,4,1,3
Usuario49799,2,2,5,3,5,4,2,5,2,2
Usuario49800,1,5,4,5,5,5,2,4,5,3
Usuario49801,4,4,1,2,4,3,5,1,3,5
Usuario49802,5,4,3,2,3,1,4,3,5,4
Usuario49803,1,2,5,4,4,2,2,2,4,1
Usuario49804,4,4,1,2,4,1,3,3,3,4
Usuario49805,5,3,4,2,4,2,5,5,4,1
Usuario49806,2,1,5,2,2,5,4,3,3,2
Usuario49807,3,1,3,2,2,4,3,1,2,2
Usuario49808,5,3,4,2,1,4,2,3,5,4
Usuario49809,4,4,3,3,1,4,4,3,5,3
Usuario49810,5,3,4,2,1,1,3,1,2,1
Usuario49811,1,1,3,4,2,1,5,5,2,3
Usuario49812,5,2,3,5,1,5,4,3,1,4
Usuario49813,2,1,3,5,3,5,4,5,5,2
Usuario49814,3,2,3,5,2,3,3,1,3,1
Usuario49815,1,3,3,3,1,1,5,3,5,5
Usuario49816,4,1,4,5,2,2,3,2,1,4
Usuario49817,2,1,3,1,5,1,5,2,4,1
Usuario49818,3,3,2,1,2,3,1,1,1,5
Usuario49819,1,3,1,1,5,3,3,1,5,1
Usuario49820,3,4,5,1,3,5,3,1,2,5
Usuario49821,2,1,1,3,5,2,5,5,1,2
Usuario49822,4,2,2,2,2,5,5,5,2,3
Usuario49823,2,2,3,5,4,2,1,1,1,2
Usuario49824,5,1,1,3,5,5,4,5,4,5
Usuario49825,1,4,2,3,3,4,1,4,4,3
Usuario49826,5,4,4,4,4,4,5,5,1,2
Usuario49827,5,4,4,4,4,3,2,1,3,2
Usuario49828,2,2,1,2,4,1,1,3,3,5
Usuario49829,1,4,4,4,2,4,3,4,3,4
Usuario49830,3,2,3,2,3,3,4,4,5,2
Usuario49831,2,5,4,5,3,3,5,1,2,3
Usuario49832,5,5,4,5,5,1,5,4,5,5
Usuario49833,1,2,2,3,1,2,2,5,4,2
Usuario49834,3,5,3,2,2,1,5,5,3,2
Usuario49835,4,1,5,5,2,2,4,4,2,2
Usuario49836,1,1,5,5,4,4,5,3,3,3
Usuario49837,2,4,3,2,1,4,4,2,2,3
Usuario49838,1,5,1,5,4,2,1,2,4,5
Usuario49839,5,2,4,4,2,1,3,1,4,2
Usuario49840,4,5,2,4,1,3,1,4,4,4
Usuario49841,3,2,5,3,3,5,5,4,3,4
Usuario49842,5,4,1,4,2,1,4,4,4,4
Usuario49843,5,1,3,1,2,3,4,4,1,3
Usuario49844,1,3,1,2,2,4,2,2,4,4
Usuario49845,3,1,3,2,5,2,4,4,5,1
Usuario49846,1,2,2,1,1,2,3,2,4,3
Usuario49847,3,2,4,2,5,3,3,5,2,4
Usuario49848,3,5,3,5,1,2,5,4,2,3
Usuario49849,4,3,4,5,3,5,1,1,3,5
Usuario49850,2,4,2,2,1,3,2,2,3,3
Usuario49851,5,4,3,3,2,3,3,1,4,5
Usuario49852,5,1,1,5,3,2,3,1,2,5
Usuario49853,5,1,4,5,3,2,2,5,5,3
Usuario49854,4,5,3,3,3,4,4,1,4,2
Usuario49855,2,1,2,3,3,2,4,3,4,1
Usuario49856,3,1,5,4,4,2,2,1,2,3
Usuario49857,3,1,5,5,1,3,5,3,3,4
Usuario49858,2,4,5,4,3,2,3,4,5,1
Usuario49859,5,3,5,1,2,4,2,5,3,5
Usuario49860,5,4,4,5,4,2,2,4,5,3
Usuario49861,1,4,2,4,3,3,5,3,4,2
Usuario49862,5,2,2,3,4,3,1,4,4,4
Usuario49863,4,4,3,2,1,4,3,4,2,2
Usuario49864,5,1,4,5,3,4,5,2,5,2
Usuario49865,3,1,2,3,3,5,2,1,5,4
Usuario49866,5,2,3,3,2,4,3,3,1,4
Usuario49867,4,2,2,4,2,2,1,5,5,1
Usuario49868,5,5,4,1,4,5,1,4,1,5
Usuario49869,1,4,4,5,4,3,1,4,4,5
Usuario49870,1,1,2,2,1,5,4,3,3,4
Usuario49871,1,3,3,4,4,3,3,5,5,5
Usuario49872,5,1,5,4,2,4,2,1,4,4
Usuario49873,1,4,4,1,2,2,1,4,5,1
Usuario49874,5,5,1,4,2,3,1,1,5,5
Usuario49875,2,3,4,2,3,5,3,4,2,2
Usuario49876,2,1,3,3,1,4,4,1,5,1
Usuario49877,1,5,3,1,3,2,5,3,4,3
Usuario49878,4,2,1,4,4,1,5,1,1,3
Usuario49879,4,1,3,2,1,5,2,3,2,2
Usuario49880,3,3,3,1,1,5,5,3,1,4
Usuario49881,5,5,2,1,5,5,3,2,5,5
Usuario49882,2,3,5,3,5,5,3,4,3,4
Usuario49883,2,1,5,3,3,5,2,3,1,2
Usuario49884,3,5,5,4,4,2,2,1,2,2
Usuario49885,2,5,2,1,1,1,2,2,1,1
Usuario49886,5,4,5,3,2,1,2,4,4,4
Usuario49887,3,3,1,3,5,2,4,4,4,2
Usuario49888,3,2,4,4,4,2,1,4,2,1
Usuario49889,4,2,5,5,1,1,2,4,4,2
Usuario49890,3,4,3,4,2,1,3,4,3,5
Usuario49891,1,4,5,4,3,4,2,2,5,3
Usuario49892,4,5,5,3,2,4,3,2,1,4
Usuario49893,1,5,5,2,2,2,1,3,2,5
Usuario49894,2,2,1,1,5,1,5,3,4,5
Usuario49895,4,5,3,2,1,1,3,1,1,1
Usuario49896,3,3,2,5,5,2,4,1,2,2
Usuario49897,4,5,4,4,5,5,5,2,5,2
Usuario49898,3,3,4,3,3,2,1,1,2,4
Usuario49899,2,2,2,1,3,1,4,3,5,4
Usuario49900,5,2,2,1,1,2,2,1,5,4
Usuario49901,3,4,5,4,1,4,5,1,1,2
Usuario49902,4,4,2,2,3,3,2,2,3,2
Usuario49903,1,2,3,5,2,4,5,5,1,3
Usuario49904,4,3,4,1,1,4,5,1,1,1
Usuario49905,4,1,1,3,3,2,5,3,4,3
Usuario49906,5,3,3,4,3,1,3,3,2,2
Usuario49907,5,5,5,1,2,4,1,3,3,3
Usuario49908,5,4,4,2,1,5,4,3,5,2
Usuario49909,4,4,5,4,5,1,2,4,2,3
Usuario49910,1,4,3,4,4,1,4,1,5,5
Usuario49911,5,5,2,3,1,2,5,2,5,1
Usuario49912,4,5,2,3,4,4,1,2,4,3
Usuario49913,5,1,3,5,4,3,4,3,3,3
Usuario49914,1,5,3,5,5,3,4,1,1,4
Usuario49915,2,2,5,4,1,5,5,4,3,1
Usuario49916,4,2,4,1,4,1,3,5,4,4
Usuario49917,2,1,5,4,2,1,2,1,3,5
Usuario49918,5,5,2,5,1,1,1,2,5,2
Usuario49919,5,2,4,1,1,3,3,1,2,3
Usuario49920,3,3,2,4,3,5,1,4,3,3
Usuario49921,5,5,1,2,4,5,1,5,2,3
Usuario49922,3,1,5,1,2,5,5,2,1,1
Usuario49923,2,2,2,1,2,4,3,2,3,1
Usuario49924,3,4,4,1,3,1,3,5,1,3
