Usuario,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10
Usuario4911,3,4,1,4,3,1,1,3,1,3
Usuario4912,1,5,2,4,4,4,2,3,4,3
Usuario4913,2,5,2,1,5,3,4,1,2,2
Usuario4914,3,4,2,1,3,2,2,5,3,3
Usuario4915,4,2,3,1,5,1,4,4,4,4
Usuario4916,1,3,5,5,3,2,5,2,5,3
Usuario4917,3,2,1,5,4,4,3,4,3,2
Usuario4918,2,5,3,1,3,5,5,4,4,4
Usuario4919,1,2,4,5,2,2,2,5,2,3
Usuario4920,5,4,3,3,1,1,3,4,4,3
Usuario4921,2,5,1,3,2,4,4,1,5,4
Usuario4922,3,1,2,4,4,4,3,1,4,3
Usuario4923,5,3,5,1,5,4,3,2,2,3
Usuario4924,5,1,5,2,3,5,2,2,1,5
Usuario4925,3,3,3,2,2,4,3,1,3,3
Usuario4926,3,5,4,2,1,2,3,2,5,4
Usuario4927,1,2,2,5,2,5,5,5,4,5
Usuario4928,4,5,2,4,2,2,2,4,1,1
Usuario4929,2,4,3,3,5,1,4,3,4,2
Usuario4930,1,2,3,1,3,1,2,2,2,1
Usuario4931,1,4,1,2,2,4,2,4,3,1
Usuario4932,2,2,4,3,3,4,1,2,2,2
Usuario4933,5,3,2,1,5,1,4,5,4,4
Usuario4934,3,3,1,5,3,3,5,5,2,2
Usuario4935,5,1,4,3,4,3,3,3,5,4
Usuario4936,3,2,5,4,1,1,4,4,5,5
Usuario4937,5,2,2,4,5,4,1,3,2,4
Usuario4938,3,4,2,4,2,3,1,3,3,4
Usuario4939,2,1,5,4,3,3,1,1,3,4
Usuario4940,2,5,1,2,1,1,4,5,2,3
Usuario4941,5,2,3,3,3,3,1,1,4,2
Usuario4942,5,3,2,4,5,5,5,5,2,5
Usuario4943,3,5,3,1,2,3,5,3,1,3
Usuario4944,5,5,4,3,1,1,5,4,3,4
Usuario4945,3,5,2,4,1,4,5,3,5,1
Usuario4946,5,4,5,3,2,4,5,3,4,2
Usuario4947,2,3,5,5,5,4,3,1,3,3
Usuario4948,2,1,3,3,5,3,5,2,2,4
Usuario4949,3,1,2,2,5,3,5,2,4,1
Usuario4950,3,5,5,4,2,1,3,2,2,2
Usuario4951,2,2,5,2,1,5,2,1,4,1
Usuario4952,3,5,2,4,4,3,4,5,4,1
Usuario4953,1,3,1,3,2,5,2,5,5,1
Usuario4954,4,4,5,5,2,2,2,2,5,3
Usuario4955,4,4,3,2,1,3,4,4,3,3
Usuario4956,5,4,5,5,1,1,3,1,2,3
Usuario4957,5,1,5,1,2,4,2,5,1,1
Usuario4958,5,4,4,2,1,2,1,5,5,2
Usuario4959,2,5,5,4,5,3,5,3,1,3
Usuario4960,3,2,3,3,3,2,3,4,2,4
Usuario4961,1,5,2,2,5,4,1,5,3,5
Usuario4962,3,2,5,1,1,1,4,2,2,5
Usuario4963,5,5,1,2,5,2,2,4,3,4
Usuario4964,2,4,3,1,5,5,5,4,5,2
Usuario4965,2,1,4,4,4,5,2,3,3,3
Usuario4966,3,3,3,2,4,1,1,5,3,1
Usuario4967,1,4,4,5,4,3,2,4,1,2
Usuario4968,3,2,1,1,2,4,1,3,1,3
Usuario4969,5,5,4,5,3,4,3,4,2,2
Usuario4970,2,2,2,3,3,1,5,3,5,3
Usuario4971,5,3,5,4,4,2,5,4,1,2
Usuario4972,4,4,5,2,3,2,2,2,3,3
Usuario4973,3,4,4,1,4,5,5,1,1,4
Usuario4974,4,2,3,3,2,5,3,3,3,5
Usuario4975,3,4,3,2,4,1,1,5,4,1
Usuario4976,1,5,5,4,4,2,1,1,1,4
Usuario4977,1,3,1,3,1,5,3,5,1,5
Usuario4978,2,2,2,3,3,2,1,2,3,2
Usuario4979,2,2,5,3,3,2,3,5,3,4
Usuario4980,2,3,4,1,3,4,2,4,4,3
Usuario4981,4,3,2,1,1,4,5,5,5,1
Usuario4982,5,4,2,5,4,1,3,1,5,1
Usuario4983,2,5,5,1,3,4,3,3,5,4
Usuario4984,2,4,5,2,2,4,1,1,1,3
Usuario4985,3,1,3,4,3,4,2,1,2,2
Usuario4986,4,5,4,5,3,2,2,4,2,2
Usuario4987,1,4,3,2,5,2,2,2,5,3
Usuario4988,4,3,1,2,4,3,5,4,5,5
Usuario4989,2,1,2,1,2,1,4,4,4,3
Usuario4990,1,3,3,2,5,2,2,5,3,5
Usuario4991,2,5,2,4,5,4,4,1,3,2
Usuario4992,1,2,5,5,5,4,5,3,1,4
Usuario4993,3,5,1,1,5,3,4,5,3,3
Usuario4994,3,3,3,5,1,3,1,4,5,4
Usuario4995,5,5,2,4,5,1,4,3,5,5
Usuario4996,3,3,1,4,3,3,5,5,5,4
Usuario4997,1,1,4,2,5,1,3,3,4,4
Usuario4998,3,5,1,1,4,5,1,1,1,5
Usuario4999,1,1,3,2,4,4,1,4,2,4
Usuario5000,1,1,4,1,5,3,2,2,1,1
Usuario5001,5,3,1,5,1,1,4,2,5,3
Usuario5002,5,5,2,4,4,3,1,3,3,1
Usuario5003,4,1,3,1,5,4,1,4,4,5
Usuario5004,1,3,3,5,3,4,5,4,3,5
Usuario5005,4,2,4,5,2,4,4,2,3,5
Usuario5006,1,2,5,4,2,3,4,5,2,5
Usuario5007,2,1,4,2,5,2,3,3,4,1
Usuario5008,4,2,5,5,3,2,2,3,5,5
Usuario5009,3,5,2,5,1,2,4,5,3,1
Usuario5010,3,3,3,1,5,5,3,5,4,3
Usuario5011,2,3,3,5,1,5,3,5,4,3
Usuario5012,3,3,2,1,4,3,1,1,5,1
Usuario5013,3,1,2,4,3,4,3,5,1,5
Usuario5014,1,1,3,1,3,3,1,4,2,2
Usuario5015,3,2,1,1,1,1,3,1,1,3
Usuario5016,3,3,4,3,2,1,2,3,4,3
Usuario5017,1,3,4,3,4,5,4,3,2,3
Usuario5018,2,5,1,1,1,1,1,3,3,3
Usuario5019,1,2,2,5,5,5,3,4,3,5
Usuario5020,5,5,2,1,3,3,5,3,1,3
Usuario5021,4,2,4,1,3,4,3,2,4,4
Usuario5022,4,2,5,5,4,4,1,5,3,3
Usuario5023,1,1,3,2,5,2,5,5,4,4
Usuario5024,3,2,5,2,4,1,3,4,3,2
Usuario5025,3,2,1,2,2,5,5,3,3,5
Usuario5026,1,1,2,5,3,3,4,1,5,3
Usuario5027,3,4,3,3,4,4,5,2,5,4
Usuario5028,2,5,1,2,5,5,5,5,5,5
Usuario5029,2,1,5,4,3,5,4,1,4,1
Usuario5030,5,1,2,4,5,4,5,1,2,5
Usuario5031,3,3,3,4,3,1,2,1,5,4
Usuario5032,2,1,5,1,3,2,1,1,2,1
Usuario5033,5,4,1,4,4,1,5,5,4,1
Usuario5034,1,2,1,5,2,1,1,4,3,5
Usuario5035,4,3,2,5,5,3,1,3,5,5
Usuario5036,4,3,2,5,4,1,5,5,1,3
Usuario5037,5,3,2,5,4,4,2,5,2,3
Usuario5038,3,5,2,5,5,1,2,1,2,5
Usuario5039,5,3,1,4,1,1,4,2,5,1
Usuario5040,1,1,3,1,3,4,5,4,3,5
Usuario5041,2,4,2,2,1,1,5,2,1,1
Usuario5042,4,5,5,2,1,4,4,1,3,4
Usuario5043,5,3,1,5,5,5,2,3,3,5
Usuario5044,2,2,5,2,4,5,3,2,2,1
Usuario5045,4,4,3,4,1,4,2,2,4,4
Usuario5046,2,5,3,3,4,3,3,2,2,3
Usuario5047,5,5,4,1,1,3,1,5,1,5
Usuario5048,1,5,1,4,2,1,3,1,5,3
Usuario5049,3,1,2,3,4,4,1,5,5,4
Usuario5050,5,2,3,1,1,4,4,2,5,2
Usuario5051,3,2,1,3,2,2,2,5,4,2
Usuario5052,4,2,1,4,2,1,1,1,5,4
Usuario5053,3,4,5,4,4,3,1,4,3,2
Usuario5054,4,2,2,3,2,5,2,5,4,4
Usuario5055,5,4,4,5,2,3,5,2,3,3
Usuario5056,5,2,3,5,4,4,4,2,5,1
Usuario5057,3,4,5,2,5,4,2,3,4,3
Usuario5058,2,1,5,2,4,1,4,4,5,5
Usuario5059,4,5,1,3,1,5,3,5,4,3
Usuario5060,2,4,2,5,3,1,2,2,3,5
Usuario5061,2,3,1,3,4,1,1,3,3,3
Usuario5062,1,2,2,4,4,2,1,4,1,4
Usuario5063,5,2,4,5,3,5,2,2,4,1
Usuario5064,4,5,5,2,1,4,3,2,5,5
Usuario5065,3,3,4,1,5,2,2,1,2,3
Usuario5066,1,2,1,5,5,1,5,5,1,4
Usuario5067,5,5,5,3,2,1,1,1,2,5
Usuario5068,2,1,1,5,2,2,5,5,1,3
Usuario5069,4,3,5,2,5,1,1,4,4,3
Usuario5070,4,4,5,3,3,5,3,2,5,5
Usuario5071,1,4,2,2,5,3,2,3,5,3
Usuario5072,5,1,5,4,4,1,3,1,4,3
Usuario5073,1,1,3,2,5,5,3,5,5,1
Usuario5074,1,5,5,3,4,4,4,1,5,4
Usuario5075,3,4,3,3,1,4,2,5,1,3
Usuario5076,2,2,1,3,4,5,1,1,3,2
Usuario5077,2,1,4,3,3,4,3,5,1,3
Usuario5078,4,4,3,2,1,2,5,1,5,2
Usuario5079,4,5,5,3,4,5,1,5,4,5
Usuario5080,4,3,5,2,1,1,2,1,4,5
Usuario5081,4,3,1,2,1,3,4,1,4,5
Usuario5082,4,3,1,3,4,2,1,4,5,5
Usuario5083,4,4,2,1,3,5,5,5,1,3
Usuario5084,4,1,4,3,2,5,3,4,5,4
Usuario5085,5,1,2,1,3,1,4,1,3,4
Usuario5086,2,1,5,4,3,5,5,2,4,5
Usuario5087,2,4,2,3,1,4,2,4,3,2
Usuario5088,1,2,5,4,5,2,1,3,1,3
Usuario5089,4,1,5,3,1,2,1,3,5,5
Usuario5090,4,4,1,5,5,1,2,2,2,1
Usuario5091,2,2,3,4,2,3,5,4,5,2
Usuario5092,1,1,5,4,2,1,5,1,3,1
Usuario5093,3,4,1,4,2,4,3,2,3,3
Usuario5094,3,4,4,4,4,3,5,1,3,5
Usuario5095,1,2,4,2,1,3,1,3,5,5
Usuario5096,3,5,4,2,1,5,4,5,1,4
Usuario5097,2,4,5,5,3,1,3,2,3,2
Usuario5098,4,3,5,1,1,5,5,5,4,1
Usuario5099,3,3,2,4,2,1,1,5,3,3
Usuario5100,3,4,4,1,4,1,4,1,4,4
Usuario5101,3,2,4,3,4,5,3,4,3,5
Usuario5102,1,5,3,5,3,4,1,4,2,1
Usuario5103,5,2,3,1,2,5,3,2,4,4
Usuario5104,5,5,2,3,1,1,3,2,4,1
Usuario5105,5,3,2,1,4,5,4,4,5,2
Usuario5106,1,1,1,2,5,5,1,3,3,2
Usuario5107,3,1,4,3,1,5,2,3,2,5
Usuario5108,5,5,2,3,4,3,5,4,2,5
Usuario5109,5,2,2,4,4,4,4,1,4,4
Usuario5110,3,5,5,5,5,4,3,3,4,5
Usuario5111,2,4,4,2,2,1,4,3,5,3
Usuario5112,4,4,4,4,1,5,5,2,2,3
Usuario5113,2,4,4,4,2,1,5,3,3,3
Usuario5114,2,1,4,2,3,1,4,2,5,1
Usuario5115,1,4,3,5,3,2,4,1,5,5
Usuario5116,3,4,3,4,4,2,5,2,5,5
Usuario5117,3,1,3,2,2,5,4,1,1,3
Usuario5118,5,5,5,2,1,3,2,1,4,1
Usuario5119,5,1,4,4,2,4,4,5,5,1
Usuario5120,1,3,4,1,2,5,3,1,3,4
Usuario5121,5,5,1,2,4,1,2,5,2,5
Usuario5122,3,3,1,5,5,3,4,1,3,5
Usuario5123,5,4,5,3,5,4,5,1,5,1
Usuario5124,5,2,3,4,5,1,2,1,4,2
Usuario5125,1,2,2,4,4,1,3,1,3,5
Usuario5126,5,3,5,4,5,4,1,5,3,5
Usuario5127,3,1,2,1,3,3,2,5,1,3
Usuario5128,3,4,2,3,4,4,5,2,4,5
Usuario5129,2,5,3,1,1,2,2,2,2,3
Usuario5130,2,3,1,5,4,2,2,4,3,5
Usuario5131,1,5,4,1,5,4,3,3,5,2
Usuario5132,1,3,2,2,1,3,5,4,5,1
Usuario5133,5,4,5,5,1,2,2,5,5,1
Usuario5134,3,4,5,1,1,4,1,3,1,1
Usuario5135,4,1,5,4,3,4,5,4,1,3
Usuario5136,2,3,2,3,5,1,2,4,5,4
Usuario5137,1,2,5,2,3,5,2,5,2,1
Usuario5138,3,4,1,2,2,5,2,3,4,2
Usuario5139,1,5,1,3,2,2,5,2,3,4
Usuario5140,2,3,2,1,3,3,1,4,5,1
Usuario5141,1,4,5,4,5,3,3,2,3,3
Usuario5142,1,2,1,4,2,5,2,2,5,5
Usuario5143,1,1,5,4,1,5,5,3,5,4
Usuario5144,2,1,5,5,3,4,3,1,2,3
Usuario5145,4,1,3,1,3,3,2,2,3,1
Usuario5146,3,3,5,5,5,3,2,5,3,1
Usuario5147,4,3,1,2,2,4,5,3,4,5
Usuario5148,5,1,3,1,5,2,3,1,5,5
Usuario5149,5,4,1,4,5,3,2,3,3,3
Usuario5150,4,5,5,5,1,1,4,1,5,5
Usuario5151,3,1,4,2,2,3,3,5,1,3
Usuario5152,1,1,5,2,5,4,3,2,3,1
Usuario5153,1,1,2,5,3,2,1,2,1,2
Usuario5154,2,4,1,2,3,3,5,4,4,5
Usuario5155,1,4,3,1,1,3,1,5,4,2
Usuario5156,2,4,4,5,5,1,3,2,3,2
Usuario5157,4,2,3,4,4,5,3,5,2,2
Usuario5158,2,1,3,5,5,5,5,3,3,4
Usuario5159,3,3,4,3,4,1,1,1,2,3
Usuario5160,3,5,2,2,5,5,1,5,3,1
Usuario5161,2,4,4,4,5,5,4,2,5,2
Usuario5162,4,2,1,1,1,3,1,4,1,1
Usuario5163,2,2,3,3,3,2,1,5,4,3
Usuario5164,2,4,3,1,3,3,2,1,1,3
Usuario5165,5,2,4,3,2,3,3,1,4,4
Usuario5166,4,3,2,3,2,1,3,1,5,5
Usuario5167,1,5,5,3,3,4,5,2,4,1
Usuario5168,5,3,4,2,3,2,4,3,4,1
Usuario5169,5,4,1,1,1,3,4,3,3,4
Usuario5170,5,4,5,2,1,2,2,1,4,4
Usuario5171,2,2,1,5,5,1,1,5,5,2
Usuario5172,2,3,2,4,1,1,1,4,2,1
Usuario5173,4,4,5,5,4,2,2,1,2,2
Usuario5174,2,5,2,5,2,4,2,2,4,4
Usuario5175,4,5,4,2,4,3,3,2,5,5
Usuario5176,2,1,3,2,1,2,1,1,3,5
Usuario5177,5,1,4,3,3,3,2,4,2,5
Usuario5178,1,2,1,5,1,4,3,5,5,4
Usuario5179,5,2,4,5,5,2,1,5,2,2
Usuario5180,4,3,1,5,4,4,5,2,1,2
Usuario5181,4,4,4,3,5,3,2,2,2,2
Usuario5182,5,1,2,3,5,2,2,4,5,5
Usuario5183,2,3,5,3,5,2,5,5,4,4
Usuario5184,3,4,1,2,5,3,4,2,3,5
Usuario5185,2,4,3,2,2,5,1,5,5,1
Usuario5186,5,5,5,5,5,1,2,5,5,1
Usuario5187,1,1,1,5,1,1,5,5,5,3
Usuario5188,2,3,4,1,1,4,2,3,3,2
Usuario5189,3,2,2,2,3,4,3,4,5,5
Usuario5190,5,1,1,5,1,1,3,3,1,5
Usuario5191,2,2,5,5,1,1,2,1,4,2
Usuario5192,2,5,3,5,4,2,4,4,2,2
Usuario5193,2,5,3,2,1,5,3,4,2,4
Usuario5194,2,2,4,2,1,3,3,4,5,3
Usuario5195,4,5,5,4,1,5,4,4,1,4
Usuario5196,3,3,5,4,2,5,5,2,1,5
Usuario5197,1,3,1,3,1,1,2,3,3,5
Usuario5198,3,4,5,1,3,3,5,2,5,3
Usuario5199,3,1,4,5,2,1,4,1,1,4
Usuario5200,5,3,1,2,4,2,3,2,4,1
Usuario5201,3,1,2,4,5,1,5,1,5,1
Usuario5202,3,2,5,3,3,1,3,3,3,2
Usuario5203,4,1,3,3,1,3,3,3,1,5
Usuario5204,4,4,2,5,5,1,2,2,5,4
Usuario5205,3,3,1,2,1,2,1,5,5,2
Usuario5206,1,1,5,3,3,2,4,5,1,5
Usuario5207,4,4,1,4,5,2,2,3,5,4
Usuario5208,4,1,5,5,1,5,2,2,5,3
Usuario5209,3,3,3,2,4,2,3,1,5,1
Usuario5210,3,2,3,5,4,4,5,1,4,5
Usuario5211,1,5,1,2,5,5,3,3,5,2
Usuario5212,2,4,5,4,1,2,5,3,4,3
Usuario5213,5,3,3,3,1,2,2,2,5,2
Usuario5214,1,5,5,3,5,5,2,5,2,2
Usuario5215,2,2,1,5,4,4,5,3,4,1
Usuario5216,5,3,5,2,2,1,5,3,5,1
Usuario5217,4,4,1,3,3,1,1,2,2,5
Usuario5218,4,3,2,1,1,3,1,1,3,5
Usuario5219,3,3,3,1,3,3,2,1,5,2
Usuario5220,5,3,1,1,1,1,2,3,1,4
Usuario5221,2,2,3,5,1,3,2,4,1,2
Usuario5222,5,5,5,2,4,3,5,3,3,1
Usuario5223,3,5,3,5,1,3,4,2,5,1
Usuario5224,5,2,5,3,3,5,2,4,1,1
Usuario5225,2,5,1,3,1,1,1,1,3,5
Usuario5226,2,1,1,3,2,5,1,1,1,3
Usuario5227,2,3,5,4,4,3,3,2,1,4
Usuario5228,1,4,4,1,2,1,5,4,2,3
Usuario5229,3,5,5,4,3,4,5,2,5,2
Usuario5230,3,2,4,3,2,4,4,2,2,1
Usuario5231,4,2,1,5,3,4,1,5,2,5
Usuario5232,3,2,3,3,4,4,2,2,5,4
Usuario5233,3,1,3,2,2,2,2,1,3,1
Usuario5234,5,2,2,2,2,2,2,3,5,4
Usuario5235,3,1,4,5,3,4,2,1,4,5
Usuario5236,5,5,3,1,3,1,5,1,5,2
Usuario5237,1,5,1,1,2,4,1,5,1,1
Usuario5238,3,5,2,5,2,3,5,2,4,5
Usuario5239,1,2,2,2,2,3,2,4,4,4
Usuario5240,5,3,3,5,5,4,1,4,2,1
Usuario5241,1,5,1,3,5,1,2,4,4,5
Usuario5242,2,5,2,1,2,3,5,4,2,2
Usuario5243,3,2,3,1,1,3,3,4,3,5
Usuario5244,4,3,3,5,4,5,3,5,5,3
Usuario5245,1,2,5,2,2,3,4,4,1,5
Usuario5246,5,5,5,4,2,3,1,5,2,3
Usuario5247,1,2,5,1,2,1,2,5,2,4
Usuario5248,3,2,4,1,5,1,1,4,5,5
Usuario5249,2,5,1,2,2,1,1,4,4,3
Usuario5250,5,2,3,1,5,1,4,1,5,2
Usuario5251,5,5,2,3,4,3,2,1,3,5
Usuario5252,5,5,2,1,2,5,4,5,4,2
Usuario5253,2,5,1,1,3,1,3,5,2,4
Usuario5254,5,5,4,3,1,2,4,4,4,1
Usuario5255,4,2,2,4,4,2,1,2,2,3
Usuario5256,2,2,5,4,1,3,4,5,5,4
Usuario5257,3,4,2,5,1,5,5,4,5,4
Usuario5258,1,4,1,5,5,3,2,1,2,5
Usuario5259,4,5,3,3,5,3,3,2,3,1
Usuario5260,2,4,3,1,3,5,1,2,3,2
Usuario5261,5,4,4,1,2,5,4,2,1,2
Usuario5262,1,2,5,5,4,5,1,5,3,4
Usuario5263,2,4,4,5,2,3,5,5,1,5
Usuario5264,3,1,1,4,1,3,4,4,1,5
Usuario5265,2,1,5,4,4,4,2,3,1,2
Usuario5266,2,2,2,5,3,5,3,1,4,5
Usuario5267,5,5,3,3,5,3,4,3,1,4
Usuario5268,4,2,1,4,2,5,5,5,1,5
Usuario5269,3,1,4,5,2,5,4,4,4,4
Usuario5270,4,1,4,4,1,4,1,1,5,2
Usuario5271,5,1,3,2,2,3,3,5,4,3
Usuario5272,4,3,3,5,1,2,2,2,3,3
Usuario5273,3,2,1,3,3,2,4,5,1,3
Usuario5274,4,4,1,5,2,2,3,4,2,3
Usuario5275,5,5,1,5,2,3,4,3,3,4
Usuario5276,4,5,4,5,4,3,4,4,1,3
Usuario5277,3,5,3,4,2,5,5,4,3,5
Usuario5278,2,3,3,4,3,2,5,4,4,3
Usuario5279,1,1,1,5,4,4,2,3,5,2
Usuario5280,2,5,1,2,4,1,2,5,4,5
Usuario5281,2,1,3,3,1,3,5,2,1,1
Usuario5282,2,2,5,3,3,2,3,5,4,1
Usuario5283,5,4,5,5,5,5,5,5,1,4
Usuario5284,3,5,5,5,2,4,4,3,3,3
Usuario5285,2,2,4,4,5,1,1,1,5,2
Usuario5286,4,3,5,1,1,5,5,1,1,3
Usuario5287,1,2,1,1,5,2,3,5,4,4
Usuario5288,1,2,4,5,1,4,5,2,4,1
Usuario5289,5,3,4,1,5,5,4,4,5,2
Usuario5290,4,4,2,4,3,5,4,1,3,1
Usuario5291,2,3,4,5,5,3,2,3,4,3
Usuario5292,3,2,1,5,2,2,1,4,3,2
Usuario5293,5,2,2,2,5,2,2,3,1,5
Usuario5294,4,2,4,2,5,2,3,3,4,1
Usuario5295,3,2,4,1,3,3,5,5,1,1
Usuario5296,5,4,3,4,3,3,2,1,3,3
Usuario5297,4,3,2,4,2,4,5,4,4,5
Usuario5298,2,4,3,2,5,1,1,4,3,5
Usuario5299,4,3,4,5,3,1,2,4,1,3
Usuario5300,4,1,1,2,2,4,5,4,2,4
Usuario5301,3,4,4,4,4,4,1,1,4,3
Usuario5302,1,3,3,4,1,2,4,1,4,5
Usuario5303,3,1,3,2,4,2,4,4,3,4
Usuario5304,4,5,2,3,5,5,3,4,1,2
Usuario5305,4,4,3,1,3,5,3,1,3,3
Usuario5306,2,5,2,3,1,2,5,1,2,4
Usuario5307,3,5,4,2,1,5,2,1,3,3
Usuario5308,1,5,4,3,3,3,2,1,2,2
Usuario5309,1,5,5,1,4,1,2,1,5,2
Usuario5310,4,1,5,4,4,1,2,2,2,4
Usuario5311,1,1,2,3,3,4,3,2,1,4
Usuario5312,5,2,2,5,1,5,3,3,2,5
Usuario5313,2,3,5,4,2,1,5,2,4,5
Usuario5314,4,2,3,1,3,2,1,2,3,5
Usuario5315,2,1,3,2,2,4,3,1,4,4
Usuario5316,5,4,4,1,1,3,2,5,4,4
Usuario5317,4,5,2,3,1,4,5,5,5,1
Usuario5318,3,3,1,2,5,5,4,5,1,2
Usuario5319,3,2,3,5,2,2,1,2,2,3
Usuario5320,5,1,2,2,1,3,2,4,3,4
Usuario5321,5,4,2,1,3,5,3,4,5,3
Usuario5322,4,5,2,3,3,1,2,5,1,4
Usuario5323,4,2,5,2,4,1,5,4,5,4
Usuario5324,3,5,5,4,1,1,3,2,1,5
Usuario5325,2,4,3,4,3,4,5,5,5,3
Usuario5326,1,3,3,3,1,4,1,1,4,2
Usuario5327,4,3,2,4,5,1,5,2,3,1
Usuario5328,1,1,4,4,2,5,5,3,1,4
Usuario5329,3,3,5,1,3,3,1,5,2,1
Usuario5330,2,5,1,3,2,3,4,1,1,4
Usuario5331,4,2,2,3,3,4,4,5,4,2
Usuario5332,4,4,4,2,3,2,2,2,4,4
Usuario5333,5,5,5,4,3,5,1,3,2,5
Usuario5334,4,1,5,2,4,2,3,3,3,3
Usuario5335,5,4,4,2,1,3,5,5,5,5
Usuario5336,5,2,2,4,3,1,1,5,1,1
Usuario5337,4,3,5,5,5,3,1,1,5,2
Usuario5338,4,4,3,4,3,4,3,2,4,2
Usuario5339,5,2,4,1,5,2,2,4,5,2
Usuario5340,1,1,2,2,5,2,1,3,3,3
Usuario5341,3,2,1,5,3,2,4,2,3,3
Usuario5342,3,5,2,3,4,1,5,2,3,5
Usuario5343,4,3,5,3,3,4,2,5,2,1
Usuario5344,3,1,5,1,2,1,3,3,5,5
Usuario5345,4,1,5,5,2,1,2,2,3,1
Usuario5346,5,3,2,5,3,3,1,3,5,1
Usuario5347,2,5,1,5,1,4,1,3,2,5
Usuario5348,4,3,1,3,1,1,2,5,3,4
Usuario5349,4,4,1,4,2,1,4,1,5,2
Usuario5350,2,1,3,1,5,3,4,2,1,3
Usuario5351,5,4,5,5,2,2,1,5,4,1
Usuario5352,2,3,4,3,2,2,4,1,5,5
Usuario5353,1,1,3,5,5,3,1,4,1,4
Usuario5354,1,4,3,2,5,4,5,1,3,3
Usuario5355,1,3,4,1,5,5,4,5,5,1
Usuario5356,4,3,3,4,4,2,4,2,4,3
Usuario5357,5,5,3,3,2,4,3,5,4,2
Usuario5358,3,2,3,1,1,2,5,1,2,5
Usuario5359,2,5,1,1,1,5,4,1,2,3
Usuario5360,4,2,1,1,2,5,4,3,2,3
Usuario5361,2,5,4,2,2,2,4,4,1,5
Usuario5362,5,4,4,2,1,4,2,1,1,4
Usuario5363,3,3,1,4,5,5,1,1,2,2
Usuario5364,3,1,1,4,5,1,1,1,4,3
Usuario5365,4,5,4,2,1,3,1,1,4,4
Usuario5366,2,4,2,3,1,1,3,5,4,1
Usuario5367,2,1,4,2,1,2,1,5,1,5
Usuario5368,2,1,2,2,5,1,1,2,4,5
Usuario5369,1,3,5,1,4,1,4,4,1,1
Usuario5370,3,1,2,4,2,4,3,1,1,2
Usuario5371,2,1,5,2,2,4,4,1,2,2
Usuario5372,3,5,1,2,4,3,1,5,3,4
Usuario5373,5,1,1,3,1,1,5,5,3,4
Usuario5374,1,4,2,4,4,4,5,4,1,1
Usuario5375,1,1,1,4,5,4,1,4,5,5
Usuario5376,5,1,1,4,1,4,3,3,1,1
Usuario5377,1,3,2,4,3,1,4,3,5,2
Usuario5378,2,2,1,4,3,3,5,3,1,4
Usuario5379,3,4,2,3,3,1,1,3,4,2
Usuario5380,2,5,3,1,1,3,1,2,3,5
Usuario5381,3,1,5,2,3,3,5,4,1,3
Usuario5382,2,1,5,3,4,3,3,2,1,3
Usuario5383,2,1,4,4,1,4,1,2,1,1
Usuario5384,1,2,3,4,2,4,5,1,4,3
Usuario5385,4,2,4,4,4,2,1,1,3,5
Usuario5386,2,4,2,2,3,3,5,2,5,4
Usuario5387,1,2,1,3,1,2,5,5,3,5
Usuario5388,1,3,4,2,4,2,2,3,1,3
Usuario5389,1,3,1,3,2,3,5,5,4,5
Usuario5390,1,1,1,4,5,4,1,4,2,4
Usuario5391,2,2,1,2,2,1,4,1,2,4
Usuario5392,1,5,2,5,1,2,5,4,4,2
Usuario5393,4,5,5,1,1,4,5,1,1,4
Usuario5394,2,5,1,4,5,1,1,1,3,3
Usuario5395,4,5,3,3,4,3,3,1,3,3
Usuario5396,4,4,4,3,4,5,1,4,3,4
Usuario5397,3,2,2,3,1,3,5,2,3,5
Usuario5398,5,2,5,5,4,5,4,3,4,1
Usuario5399,2,2,5,5,5,1,4,3,3,5
Usuario5400,4,2,1,1,4,4,5,2,5,5
Usuario5401,2,3,3,1,2,1,1,5,3,2
Usuario5402,2,2,3,3,4,3,5,5,2,1
Usuario5403,3,3,1,3,4,5,5,3,5,5
Usuario5404,2,5,1,3,3,5,4,4,5,3
Usuario5405,2,4,3,1,1,4,4,1,2,5
Usuario5406,3,1,4,2,1,5,1,2,2,3
Usuario5407,2,3,2,2,5,1,4,2,4,1
Usuario5408,4,3,3,5,4,2,5,5,1,2
Usuario5409,4,2,3,5,5,1,3,4,4,1
Usuario5410,2,5,4,4,4,1,4,1,2,5
Usuario5411,1,2,1,3,1,4,3,2,3,2
Usuario5412,3,2,1,2,3,5,3,2,1,1
Usuario5413,3,2,4,3,2,3,4,1,3,2
Usuario5414,5,4,2,2,2,1,3,5,1,2
Usuario5415,1,2,1,2,3,2,2,5,2,2
Usuario5416,2,3,2,3,3,5,3,4,4,3
Usuario5417,1,5,1,3,1,3,1,5,3,2
Usuario5418,4,1,2,5,2,2,3,2,1,2
Usuario5419,1,2,5,5,2,5,3,1,3,4
Usuario5420,5,3,1,4,2,2,2,5,4,5
Usuario5421,4,5,1,1,3,4,5,5,2,3
Usuario5422,4,1,4,3,1,2,1,3,5,4
Usuario5423,5,2,1,4,5,3,1,2,3,1
Usuario5424,2,4,2,4,4,5,5,1,4,4
Usuario5425,5,5,2,5,2,5,3,3,5,5
